titulo,status,cidade,estado,texto_preview,link,nota_cliente,categoria
Fatura de aluguel mensal sem opção de pagamento e dificuldade de contato com a empresa,NÃO RESOLVIDO,Belo Horizonte,MG,"Eu aluguei um carro pelo aluguel mensal. A empresa manda no final uma fatura para pagamento. A questão é que ali nao existem opções de como pagar a fatura. Nao tem o link para o cartão ou pix. Então eles começam a te cobrar, te infernizando, mas se voce quer falar com eles, tem um boot automático que nao entende nada e nao acha soluções. Ai voce procura um email para escrever a eles, também nao existe. E eles nao param de te cobrar. [Editado pelo Reclame Aqui] A EMPRESA COBRA, COBRA COBRA, MAS NAO TE DA A OPCAO DE COMO PAGAR. E FALAR COM ELES E IMPOSSIVEL. [Editado pelo Reclame Aqui]",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/fatura-de-aluguel-mensal-sem-opcao-de-pagamento-e-dificuldade-de-contato-com-a-empresa_hqQDza7BgMyND3Fj/,0.0,Problema Financeiro
Renegociar dívida,RESOLVIDO,Jundiaí,SP,"Tenho uma dívida com a localiza há alguns anos e quero fazer o pagamento, o valor atual é até justo, mas se for parcelar a dívida ela quase dobra o valor, quero ver se tem a possibilidade da localiza fornecer um parcelamento sem juros, quero muito resolver essa pendência",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/renegociar-divida_DnrXRtsukqAYOVvK/,8.0,Problema Financeiro
Cobrança indevida por avarias pré-existentes em veículo alugado e negativação indevida no Serasa.,NÃO RESOLVIDO,Sumaré,SP,Aluguei um carro e não recebi as fotos do shelist antes da viagem porém notei algumas avarias no carro quando voltei a moça me acusou de ter riscado o carro porém os risco já estavam colocou meu nome no Serasa por eu não ter contratado o seguro pra risco achei um absurdo por causa de 30 reais querer me cobrar uma fortuna,https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-indevida-por-avarias-pre-existentes-em-veiculo-alugado-e-negativacao-indevida-no-serasa_iBoG8Kb_E2j9rPcU/,10.0,Sinistro e Acidente
Contestação de vistoria,RESOLVIDO,Porto Alegre,RS,"Recebi um carro reserva através da seguradora Porto Seguro no dia 11/05, desde o dia 12/05 estou tentando contestar as fotos da vistoria que recebi por e-mail sem sucesso, as fotos das rodas não mostram todos os danos e não mostram danos nas portas também. Já tentei solucionar de algumas formas, porém sem sucesso, meu medo são imputável custos no momento da devolução do carro.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/contestacao-de-vistoria_dOoNA05AjWp38pCK/,10.0,Sinistro e Acidente
Cobrança de multa de trânsito,RESOLVIDO,Cachoeiro de Itapemirim,ES,"No dia 10/12/2025 fiz um aluguel de veículo com a Localiza. No mesmo dia tomei uma multa de R$ 136,67 que foi posteriormente cobrada do meu cartão. Porém, na data de ontem vi pelo meu aplicativo CNH Digital que a citada multa foi convertida em advertência, portanto gostaria do estorno do valor pago.

Ressalto que meu contato via reclame aqui se deu apenas porque não consegui contato pelo WhatsApp da empresa, mas a localiza sempre me atendeu muito bem e atendeu todas as minhas demandas; portanto tenho certeza que essa também será brevemente resolvida.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-de-multa-de-transito_PRdxyZ93OTk1UX3H/,10.0,Problema Financeiro
Atraso no pagamento de indenização de sinistro à terceiros e cobrança indevida de prestador de serviços,RESOLVIDO,Campinas,SP,"Meu veículo foi colidido gravemente por um outro carro locado pela Localiza, este acidente ocorreu no dia 04/03/2026, prontamente segui todo o protocolo solicitado pela Localiza encaminhando o veículo para análise em um prestador de serviço indicado por eles, encaminhei todos os documentos solicitados, na sequência meu carro foi considerado como perda total, devido a complexidade dos danos e a indenização de acordo com a informação do site da empresa estava prevista para 07/05/2026, no dia 08/05 entrei em contato no telefone e fui informado que na verdade a indenização estava prevista para 15/05/2026, no dia 15/05 entrei em contato e me afirmaram que a indenização estava prevista na verdade para 19/05 pois houve um ""erro de processamento"", no dia 19/05 liguei 2 vezes para eles para ver se tinha alguma atualização em sistema que me deixasse tranquilo quanto à indenização realmente ser paga, pois desconfiava que de fato eles não honrariam o compromisso e cà estou hoje 20/05/2026 sem carro, sem indenização em conta, sem nenhuma resposta concreta sobre o meu caso, apenas informações vagas, dívidas acumuladas pois o carro é fonte de renda para mim, e como se tudo já não fosse um baita transtorno, o prestador de serviço indicado pela Localiza ainda quer me cobrar diárias de estacionamento pelo tempo em que o veículo esteve na oficina aguardando resolução do caso pela Localiza. Clamo aos setores responsáveis uma solução breve e amigável para meu sinistro número *****, caso contrário acionarei os meios jurídicos para ser ressarcido pelo veículo e todos os demais prejuízos que me foram causados desde este fatídico 04/03/2026.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/atraso-no-pagamento-de-indenizacao-de-sinistro-a-terceiros-e-cobranca-indevida-de-prestador-de-servicos_ODgjjJoN-z0oJlbB/,7.0,Sinistro e Acidente
Cobrança abusiva e indevida,RESOLVIDO,Parauapebas,PA,"Contestação Urgente Cobrança Indevida de Avarias Pós-Vistoria de Encerramento Contrato n *****

À Diretoria de Relacionamento e Setor de Sinistros da Localiza,

Prezados,

Venho por meio deste instrumento formalizar minha total contestação e expressa indignação a respeito da notificação de sinistro recebida em *****, que alega, de forma totalmente improcedente, avarias no veículo locado (especificamente: chicote do sensor de estacionamento dianteiro, tubulações de circuitos/sensores, além de cobrança indevida de taxa de aluguel).

A referida cobrança é manifestamente nula e abusiva, pautada nos seguintes fatos e fundamentos jurídicos:

Vistoria de Encerramento Concluída e Quitação de Fato: No dia *****, realizei a devolução do veículo. No ato da entrega, foi realizada a vistoria técnica presencial por um colaborador da Localiza, que inspecionou o automóvel e constatou que estava tudo em conformidade. O contrato foi formalmente encerrado e finalizado sem qualquer ressalva ou pendência de avaria anotada em sistema.

Decurso de Tempo e Quebra da [Editado pelo Reclame Aqui] de Custódia: A notificação de avaria foi gerada apenas em *****, ou seja, mais de 30 dias após o encerramento do contrato e a entrega das chaves. Uma vez assinado o encerramento e liberado o cliente, cessa a responsabilidade do locatário sobre o bem. Qualquer dano identificado semanas depois decorre da guarda exclusiva da locadora, movimentação interna pátio ou atos de terceiros, uma vez que eu não detinha mais a posse ou controle do automóvel.

Esclarecimento dos Fatos e Boa-Fé do Locatário: Sensores Dianteiros: O sensor de estacionamento dianteiro foi entregue em perfeito estado de funcionamento. Caso houvesse qualquer defeito, o mesmo teria sido reportado por mim na entrega ou acusado imediatamente na conferência do vistoriador.

Alerta de Óleo: Importante ressaltar que, no momento da entrega, reportei ao funcionário que o painel exibia um alerta eletrônico de necessidade de troca de óleo com pedido de parada imediata do veículo. O próprio colaborador me informou que era um alerta normal do sistema, cuja imagem do painel possuo em anexo para comprovação.

Mancha no Banco: Na retirada, o carro apresentava um forte odor de produto de limpeza e estava recém-lavado, o que camuflou uma mancha preexistente no banco traseiro que só secou e apareceu posteriormente. Mesmo não sendo o causador, para evitar desgastes, a taxa de higienização estipulada foi paga no ato do fechamento, liquidando o assunto.

Fundamentação Jurídica (Código de Defesa do Consumidor):
A cobrança unilateral de supostos danos ocultos, semanas após a vistoria de recebimento e encerramento contratual, viola o princípio da boa-fé objetiva e o direito à informação clara (Art. 4, III e Art. 6, III do CDC). Configura prática abusiva e enriquecimento sem causa impor ao consumidor o ônus de avarias mecânicas/elétricas internas sem a realização de uma perícia imediata e neutra acompanhada pelo cliente na data da devolução.

Diante de todo o exposto, SOLICITO:

O cancelamento imediato de toda e qualquer cobrança extra/sinistro vinculada a estas supostas avarias no contrato *****;

A emissão e envio, por escrito, do Termo de Quitação Integral do referido contrato;

A expressa proibição de qualquer lançamento ou débito automático no cartão de crédito cadastrado como garantia no sistema sem a minha prévia autorização e resolução deste impasse.

Aguardo um posicionamento formal com a solução definitiva do problema no prazo impreterível de 48 horas. Caso a cobrança seja mantida ou efetuada no cartão, formalizarei denúncia junto aos órgãos de proteção ao consumidor (Procon, Consumidor.gov.br) e adotarei as medidas judiciais cabíveis, incluindo pleito por repetição de indébito e danos morais.

Atenciosamente,

*****
CPF: *****
Telefone: *****
N do Contrato de Locação: *****",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-abusiva-e-indevida_UlIX1-aUSAML1Ej1/,10.0,Sinistro e Acidente
Problema de freio em veículo alugado e descaso da locadora com a solução do problema,RESOLVIDO,Cotia,SP,"Loquei um automóvel no dia 05/04/2026 e no dia 12/04/2026 o automóvel apresentou problemas no freio e apareceu a seguinte mensagem manutenção no freio e realmente fiquei sem freio passei por e-mail o texto abaixo:

Segue os transtornos causado pelo motivo da falta de manutenção do veículo locado:
Risco de vida
Atraso na viagem acarretando perca de negócio
stress pela demora na solução
falta de organização interna da empresa.
O primeiro contato com a empresa foi às 18h, a troca ocorreria em 180 minutos ou seja, mais ou menos às 21h. Por falta de organização interna essa espera, após vários contatos por telefone o veículo só foi entregue às 00:40h.
Qual a posição da empresa com relação a esse ocorrido, uma vez que já sou cliente a muito tempo. Espero ser ressarcida de alguma forma.
Segue em anexo alguns documentos para que seja avaliado.
Atenciosamente

Recebi resposta da empresa que após o término da locação eles iriam dar seguimento ao ocorrido, a locação terminou em 05/05/2026, porém até o momento nada aconteceu.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/problema-de-freio-em-veiculo-alugado-e-descaso-da-locadora-com-a-solucao-do-problema_hcHz9mKZwvexOfoo/,8.0,Qualidade do Veículo
"Localiza não liberou carro reservado em Confins por falta de higienização, causando atraso de 1:30.",RESOLVIDO,Vespasiano,MG,"Realizei uma reserva para retirada em confins, não liberam o carro pois não estava higienizado.
Me pediram para aguardar 1:30 até o veículo ser liberado.
Eu vim mais cedo pois sempre fiz isso e nunca tive problemas.
Estou decepcionado com a localiza. Atrasou minha vida toda.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/localiza-nao-liberou-carro-reservado-em-confins-por-falta-de-higienizacao-causando-atraso-de-130_Bb9OlZ4g-M0KRxog/,10.0,Falha no App / Reserva
Cobrança indevida de taxa de desistência após cancelamento de reserva pela *****.,RESOLVIDO,Bady Bassitt,SP,"Boa noite, fiz uma reserva com a localiza a 6 meses atras pois iria realizar uma viagem.
No momento em que fui fazer a retirada na localiza do aeroporto em *****, passei o maior constrangimento pois a loja estava lotada e a atendente virou e me disse que meu cadastro não foi aprovado e que a reserva iria ser cancelada.
No ato foi embora extramente chateado e com a segurança de que seria cancelado, porém no dia de hoje debitou do meu cartão de crédito R$197,00 reais de taxa de desistência, agora eu gostaria de saber o porquê estão me cobrando isso indevidamente sendo que a reserva foi cancelada por vocês pelo meu cadastro nao ter sido aprovado e eu tenho que pagar uma taxa de algo que eu nem consegui prosseguir com a retirada.
Gostaria que esse valor fosse estornado em mej cartão.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-indevida-de-taxa-de-desistencia-apos-cancelamento-de-reserva-pela_MK17tsfY8odoCtwW/,0.0,Problema Financeiro
Cobrança indevida de avaria após devolução de veículo locado e ameaça de negativação,RESOLVIDO,Curitiba,PR,"Recebi hoje uma ligação de um atendente da Localiza, questionando uma locação realizada em fevereiro, alegando a existência de uma cobrança aproximado de R$ 1.300,00, relacionada a uma suposta avaria de balanceamento, afirmando ainda que eu estaria em mora e que deveria realizar o pagamento imediato sob pena de negativação.

Primeiramente, desconheço integralmente qualquer tipo de avaria ou dano causado ao veículo, especialmente porque o automóvel foi utilizado apenas em rodovia pavimentada, sem trânsito por estradas de chão, buracos ou qualquer situação que pudesse justificar alegado dano mecânico ou necessidade de balanceamento.

Além disso, em nenhum momento fui previamente informado acerca da suposta avaria, tampouco recebi:
laudo técnico;
orçamento detalhado;
fotografias;
nota fiscal;
relatório mecânico;
autorização de serviço;
comprovação de nexo entre o alegado dano e minha utilização do veículo.

Causa estranheza maior ainda o fato de a locadora alegar existência de débito após a devolução formalizada e encerrada, sem qualquer intercorrência. Adotando postura coercitiva mediante ameaça de negativação, sem qualquer transparência, contraditório ou comprovação mínima.

Tal conduta viola frontalmente os princípios da boa-fé objetiva, transparência e informação previstos no Código de Defesa do Consumidor, especialmente nos artigos 6, III, 39, V e 51 do CDC.

Ressalto ainda que eventual cobrança sem comprovação adequada e com a comprovada anuência, bem como eventual inscrição indevida de meu nome em cadastros restritivos de crédito, ensejará adoção imediata das medidas judiciais cabíveis, incluindo:
declaração de inexigibilidade do débito;
repetição de indébito;
indenização por danos morais;
reparação integral pelos prejuízos eventualmente causados.

*****
OABPR *****",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-indevida-de-avaria-apos-devolucao-de-veiculo-locado-e-ameaca-de-negativacao_thpXc2t_vF2E5xog/,10.0,Sinistro e Acidente
Cobrança,RESOLVIDO,Imperatriz,MA,"Venho manifestar minha insatisfação e indignação diante da cobrança/notificação recebida, referente a um débito que entendo não ser devido. Essa situação tem me causado constrangimento, insegurança e sensação de violação dos meus direitos como consumidor.

Solicito a imediata revisão dessa cobrança, bem como a suspensão de qualquer medida de cobrança até que os fatos sejam devidamente esclarecidos. Ressalto que cobranças indevidas podem configurar prática abusiva, causando danos morais e transtornos ao consumidor.

Aguardo um posicionamento formal e a regularização da situação o mais breve possível.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca_P5ZbhFyOVPfESYPN/,10.0,Sinistro e Acidente
Cliente bloqueado,NÃO RESOLVIDO,Rio de Janeiro,RJ,"Meu pai era cliente da localiza, alugou um carro por 6 meses, renovando diariamente e acumulando bônus. Entregou o carro, sem pendências e sem nenhum problema. Na semana seguinte quis fazer uma reserva para um fim de semana. Quando foi informado pelo call center que estava bloqueado, mas não sabiam informar o motivo. Fomos numa loja física e também não sabiam, mas informaram que pendências financeiras não tinha. E o motivo do bloqueio não era possível informar porque não tinha acesso. Sendo assim, meu pai está bloqueado sem saber o motivo e impossibilitado de usar os 30.000 pontos em bônus que possuía. Sem contar o constrangimento que passou. Seu nome é *****. A localiza apresentou total descaso com ele, um cliente de tempos que não possui nenhuma pendência",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cliente-bloqueado_yYtM_6WbGQrWy-c8/,0.0,Bloqueio de Cadastro
Pagamento adicional sem sentido nenhum,RESOLVIDO,Campinas,SP,"Fiz a locação de um veículo, programei o horário de devolução para 12:00.
Cheguei 12:30 e me cobraram ***** de adicional alegando que eu estourei a tolerância!
Em momento algum durante a ligação ficou claro que a tolerância está em cima do horário de retirada do veículo e não sobre o horário marcado para devoção
Inacreditável vocês fazerem isso com os clientes de vocês! Tratam como se os clientes fossem [Editado pelo Reclame Aqui]!
Se o prazo está em cima do horário de retirada isso deveria estar claro.
Além de que, usei 30 minutos da tolerância e ter que pagar o valor de uma diária?
Muito bom mesmo a justiça de vocês!",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/pagamento-adicional-sem-sentido-nenhum_Z_KjKnIqVsvxFlQY/,9.0,Tempo de Atendimento
Bloqueio de conta,NÃO RESOLVIDO,Magé,RJ,"Realizei locação normalmente e, após fazer a revisão do veículo pela própria Localiza, tentei prorrogar o contrato pelo aplicativo, porém apareceu a mensagem contrato indisponível.

Entrei em contato com o atendimento e fui orientado a comparecer presencialmente à agência do Galeão. Ao chegar na agência, fui informado de que minha conta/contrato havia sido bloqueado internamente, porém nenhum funcionário soube informar o motivo do bloqueio.

Também não me forneceram protocolo formal do atendimento presencial, apenas orientaram a devolução do veículo. Inclusive, fui informado de que a diária do dia já estava sendo cobrada normalmente e que eu poderia devolver o veículo mais tarde no mesmo dia.

Tenho prints, vídeos e registros das tentativas de resolução antes do vencimento do contrato.

Solicito esclarecimento formal sobre o motivo do bloqueio, além do envio dos protocolos e registros relacionados ao meu atendimento.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/bloqueio-de-conta_bIDLxiiDMIY_ASn-/,0.0,Bloqueio de Cadastro
Cobrança de Fatura indevida pela Localiza,RESOLVIDO,São Paulo,SP,"Acionei meu seguro por um carro reserva, ao parar meu carro para manutenção após uma colisão em fevereiro de 2026, onde eles indicaram a Localiza, peguei um Kwid que apresentou pane na ignição logo nos primeiros dias, entrei em contato com a Localiza e eles me deram todo o suporte para a troca por outro veículo e a remoção do carro que deu a pane. Foram prestativo na comunicação que a remoção foi feita com sucesso e me cobrando apenas o combustível que falta para completar o tanque, assim que entreguei no prazo o segundo, ok paguei por concordar. Agora quase 3 meses depois, recebi uma cobrança de Avarias do primeiro veículo que teve a Pane na ignição, onde o mesmo na remoção não foi diagnosticado nada no check list dos responsáveis pela remoção. Não concordo com essa cobrança, porque o carro estava sem avarias e agora aparece 3 meses depois? Creio que está tendo algum erro, de comunicação, e tenho certeza absoluta que não fui eu que fiz essas avarias, o carro andava pouco. Pedi a data das fotos e mais informações, me mandaram somente as fotos, que não foram feitas no local da remoção, isso já cria mais dúvidas, onde o check list teria que ser feita no local com a foto da avaria. Aguardo um retorno em breve já que a fatura de cobrança venci no dia 22/05/2026.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-de-fatura-indevida-pela-localiza_aIjoHjWdo3qrOEuy/,8.0,Sinistro e Acidente
***** transformou nossa viagem de ***** de casamento em um pesadelo,RESOLVIDO,Campinas,SP,"Gostaria de registrar aqui a pior experiência que já tive com aluguel de veículo em toda minha vida.

No dia *****, minha esposa e eu tínhamos uma viagem especial para *****/MG para comemorar nossos ***** de casamento. Era uma viagem extremamente importante para nós.

Iríamos de *****, saindo de Campinas (*****) para ***** (*****), onde alugaríamos um carro para seguir até *****.

Por um problema no tamanho da bagagem, infelizmente perdemos o voo de ida. Como já estávamos no aeroporto, nosso carro havia ficado estacionado lá e, como o voo de volta já estava pago, decidimos alugar um veículo no próprio aeroporto de ***** e devolvê-lo em *****. Era caro muito mais caro do que gostaríamos de pagar mas entendemos que seria a solução para salvar nossa viagem e evitar maiores transtornos.

No balcão da *****, fiz toda a simulação pelo celular junto com a atendente e alugamos um ***** automático.

E foi aí que começou o pesadelo.

O primeiro problema aconteceu logo no pedágio da *****: a tag do carro estava bloqueada. Precisei entrar em contato com o atendimento e fui orientado a pagar manualmente nos pedágios, pois iriam desbloquear o sistema e isso poderia demorar algumas horas. Ou seja, o carro já saiu para locação sem estar devidamente preparado.

Pouco depois, percebi que o veículo vibrava excessivamente em velocidade, claramente com algum problema mecânico ou de balanceamento. Entrei novamente em contato com o atendimento e me orientaram a procurar uma loja no caminho para troca do veículo. Estávamos na *****, com uma viagem de aproximadamente 8 horas pela frente e já atrasados por conta de tudo o que havia acontecido no aeroporto. Segui viagem por absoluta falta de alternativa.

Mais adiante, já na *****, o painel indicou baixa pressão nos pneus. Precisei parar em um posto para calibragem. Felizmente o alerta não retornou, mas a insegurança durante a viagem já era enorme.

Chegamos em ***** no início da noite. No dia seguinte ficamos na cidade e havíamos programado conhecer ***** no sábado, dia 16. Porém, quando fomos sair da pousada, encontrei um pneu completamente vazio.

Peguei o estepe e as ferramentas para realizar a troca e, para meu espanto, descobri que o estepe NÃO ERA DO CARRO. Simplesmente não encaixava. O estepe enviado pela ***** era incompatível com o veículo alugado.

Naquele momento tivemos a certeza de que estávamos completamente desassistidos.

Perguntei na pousada sobre borracheiros e fui informado de que não havia nenhum em *****, apenas em *****. Antes de tentar improvisar alguma solução, entrei novamente em contato com a *****. Fui informado de que aquilo não era o padrão da locadora e que o carro precisaria ser substituído.

Porém, para piorar ainda mais a situação, a única agência aberta naquele horário era em *****. Ou seja: estávamos presos em uma cidade turística, sem suporte, sem assistência rápida e com um carro impossibilitado de rodar.

Sem alternativa, aceitei a troca. Um ***** foi enviado e chegou somente no início da noite. O guincho levou o ***** embora e, por conta do horário, perdemos completamente o passeio do dia para *****. Perdemos um dos únicos 3 dias da nossa viagem uma viagem planejada para celebrar ***** de casamento por total falta de qualidade, revisão e suporte da *****.

E os problemas não acabaram aí.

No domingo, ao sair da pousada para seguir até *****, percebi que o ***** entregue pela ***** não estava com o tanque cheio. Detalhe: eu havia abastecido totalmente o ***** antes do guincho levá-lo embora. Ainda assim, o carro substituto veio com menos combustível. Mesmo assim, devolvi o ***** abastecido e com tanque cheio ao lado do aeroporto de *****.

E para completar toda essa sequência absurda de problemas, no dia ***** ainda recebi uma cobrança de no-show referente a uma reserva feita pelo celular no dia ***** reserva essa que sequer foi concluída.

Resumindo: gastei aproximadamente R$ 2.000,00 para ter uma viagem marcada por estresse, insegurança, perda de passeio, problemas mecânicos, falta de suporte adequado e cobranças indevidas.

O que deveria ser uma viagem especial de comemoração acabou sendo transformado em um enorme transtorno por falhas sucessivas da *****.

Sinceramente, nunca imaginei passar por algo assim alugando um carro de uma empresa desse porte.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/transformou-nossa-viagem-de-de-casamento-em-um-pesadelo_dGcf0ffMnwXnv03h/,10.0,Problema Financeiro
***** não paga meu prejuízo,NÃO RESOLVIDO,Ferraz de Vasconcelos,SP,"A pior experiência que já tive com uma empresa.

Estou há MAIS DE 3 MESES esperando a ***** pagar um prejuízo causado por um carro alugado pela própria empresa.

No final de fevereiro de 2026, um veículo alugado pela ***** entrou na contramão e bateu de frente no meu carro. Desde então começou um verdadeiro pesadelo.

A empresa me pediu boletim de ocorrência, orçamentos, documentos, cartas assinadas, dados bancários e tudo mais que imaginar. Enviei TUDO corretamente.

Primeiro aprovaram o orçamento total. Depois disseram que o e-mail estava errado e tentaram aprovar só a funilaria, ignorando a mecânica do carro completamente comprometida.

Depois de muita insistência, aprovaram a mecânica também. Me enviaram cartas de aprovação, assinei tudo, devolveram prazo de 15 dias úteis para pagamento e simplesmente NÃO PAGARAM.

Quando cobrei, inventaram que o banco estornou o pagamento, mas curiosamente nunca apresentaram um comprovante sequer.

Pediram novos dados bancários, deram mais 3 dias úteis e novamente NÃO CUMPRIRAM o prazo.

Agora só falam que vão abrir chamado enquanto meu carro continua parado há meses.

O tratamento da ***** é vergonhoso. Um completo descaso com quem foi vítima de um acidente causado por um cliente deles.

A impressão é que fazem de tudo para cansar o consumidor e empurrar o problema até a pessoa desistir.

Mas comigo não vai funcionar.

Tenho todos os e-mails, aprovações, protocolos e prazos descumpridos documentados e, se isso não for resolvido imediatamente, vou entrar com ação judicial pedindo danos materiais, danos morais e todos os prejuízos causados durante esses meses.

Uma empresa do tamanho da ***** agir dessa forma é revoltante.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/nao-paga-meu-prejuizo_3xezsVjCFBXrZ2BR/,0.0,Sinistro e Acidente
"Localiza recebeu renovação mensal, bloqueou contrato e cobrou mais 8 dias",NÃO RESOLVIDO,Taubaté,SP,"Venho registrar reclamação em face da empresa LOCALIZA RENT A CAR S.A. em razão de cobrança considerada indevida, retenção de valores pagos, falha na prestação do serviço e indisponibilidade do veículo locado.

A relação contratual iniciou-se em ***** e permaneceu ativa continuamente até *****, mediante sucessivas renovações mensais formalmente aprovadas pela própria empresa, todas regularmente quitadas.

Durante toda a relação contratual:

* todos os pagamentos foram realizados regularmente;
* todas as faturas emitidas foram integralmente quitadas;
* não houve inadimplência;
* não houve descumprimento contratual de minha parte;
* e a própria empresa realizou substituições anteriores de veículos dentro da normalidade operacional da locação.

A documentação contratual demonstra claramente:

* continuidade contratual por aproximadamente 5 meses;
* sucessivas renovações aprovadas pela locadora;
* emissão regular de contratos, faturas e boletos;
* e aceitação contínua dos pagamentos pela empresa.

PROBLEMAS MECÂNICOS E INDISPONIBILIDADE DO VEÍCULO

O veículo passou a apresentar graves problemas no sistema de freios, comprometendo a segurança de utilização.

Em ***** foi aberto protocolo junto à Localiza, oportunidade em que a própria empresa orientou o encaminhamento do veículo para a oficina RI Auto Center, em Caçapava/SP.

No dia ***** compareci à oficina, porém fui informado de que, em razão do horário reduzido de sábado, o atendimento seria reagendado para segunda-feira.

Em ***** deixei o veículo na oficina logo pela manhã.

Às 16h00 fui informado pela própria oficina de que o veículo não havia sido reparado porque a Localiza ainda não havia aprovado internamente o orçamento necessário para realização da manutenção.

Em ***** houve feriado, circunstância que prolongou ainda mais a indisponibilidade do automóvel.

Retornei novamente à oficina em ***** às 08h00 e, mesmo ao final do dia, a Localiza ainda não havia autorizado a execução do reparo.

Na manhã de ***** compareci pessoalmente à agência da Localiza e informei que o veículo permanecia parado desde segunda-feira aguardando autorização da própria locadora.

Na ocasião fui informado de que não havia veículo disponível para substituição.

Dessa forma, permaneci privado da utilização regular do veículo nos dias:

* *****;
* *****;
* *****;

bem como deixei de utilizar o automóvel em ***** em razão dos graves problemas apresentados no sistema de freios.

Mesmo assim, a empresa manteve cobrança integral da mensalidade sem qualquer abatimento proporcional.

PAGAMENTO DA MENSALIDADE DE MAIO E COBRANÇA FINAL

Em ***** a empresa emitiu nova fatura no valor de R$ 4.314,36 referente à renovação mensal da locação, pagamento realizado regularmente em *****.

Posteriormente, recebi mensagem oficial da própria Localiza informando apenas a necessidade de substituição do veículo no prazo de 5 dias, solicitando contato para agendamento da troca.

Ao entrar em contato para cumprir exatamente a orientação recebida, fui surpreendido com a informação de bloqueio cadastral e exigência de devolução imediata do veículo.

Em nenhum momento a comunicação anterior informou:

* encerramento definitivo da locação;
* cancelamento contratual;
* inadimplência;
* ou impossibilidade de continuidade da relação contratual.

O veículo foi devolvido imediatamente e em total boa-fé, tendo sido utilizado apenas 1 km no período final do contrato.

Mesmo após:

* renovar o contrato;
* emitir a mensalidade;
* receber integralmente o pagamento;
* solicitar apenas substituição do veículo;
* e impedir unilateralmente a continuidade da locação;

a empresa passou a cobrar adicionalmente o valor de R$ 1.363,38 referente a apenas 8 dias de contrato.

Entendo que houve:

* falha grave na prestação do serviço;
* violação da boa-fé objetiva;
* comportamento contraditório da fornecedora;
* quebra da confiança legítima do consumidor;
* cobrança abusiva;
* retenção indevida de valores;
* e enriquecimento sem causa.

Importante destacar que a própria Localiza possui sistema de telemetria e rastreamento do veículo, podendo confirmar:

* períodos de utilização;
* períodos em oficina;
* baixa utilização do automóvel;
* e imediata devolução após exigência da própria locadora.

Diante disso, solicito:

1. cancelamento integral da cobrança de R$ 1.363,38;

2. restituição proporcional da mensalidade paga em maio/2026 referente ao período não usufruído após a devolução do veículo;

3. abatimento/reembolso proporcional dos dias em que o veículo permaneceu indisponível para manutenção corretiva;

4. confirmação formal de inexistência de débitos pendentes vinculados ao contrato;

5. garantia de ausência de negativação ou restrição de crédito;

6. restituição dos valores eventualmente cobrados indevidamente.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/localiza-recebeu-renovacao-mensal-bloqueou-contrato-e-cobrou-mais-8-dias_QbjThyntPjWEMXg-/,0.0,Problema Financeiro
